Winner, Loser, WRank, LRank, Court, Surface, Round, Series, WElapsed, LElapsed, WRClay, WRGrass, WRHard, LRClay, LRGrass, LRHard, WAvgSpeed, LAvgSpeed, Wsets, Lsets, WDigit, LDigit
Dolgopolov, Elias, 24.000000, 122.000000, Outdoor, Grass, 1st Round, Grand Slam, 8.000000, 53.000000, 0.320755, 0.160377, 0.518868, 0.857143, 0.000000, 0.142857, 167.790857, 167.735160, 3.000000, 0.000000, 1, 0
Giraldo, Zeballos, 91.000000, 52.000000, Outdoor, Grass, 1st Round, Grand Slam, 13.000000, 25.000000, 0.616438, 0.095890, 0.287671, 0.660000, 0.000000, 0.340000, 162.446695, 168.308901, 3.000000, 2.000000, 1, 0
Bautista, Gabashvili, 60.000000, 137.000000, Outdoor, Grass, 1st Round, Grand Slam, 5.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Gasquet, Granollers, 9.000000, 41.000000, Outdoor, Grass, 1st Round, Grand Slam, 10.000000, 29.000000, 0.184971, 0.132948, 0.682081, 0.482353, 0.047059, 0.470588, 166.746555, 169.049497, 3.000000, 1.000000, 1, 0
Sijsling, Kuznetsov, 64.000000, 173.000000, Outdoor, Grass, 1st Round, Grand Slam, 12.000000, 1.000000, 0.294118, 0.205882, 0.500000, 0.385714, 0.100000, 0.514286, 173.108197, 164.852023, 3.000000, 0.000000, 1, 0
Raonic, Berlocq, 15.000000, 74.000000, Outdoor, Grass, 1st Round, Grand Slam, 6.000000, 6.000000, 0.215000, 0.120000, 0.665000, 0.727273, 0.045455, 0.227273, 189.920348, 163.661950, 3.000000, 0.000000, 1, 0
Dimitrov, Bolelli, 31.000000, 89.000000, Outdoor, Grass, 1st Round, Grand Slam, 13.000000, 28.000000, 0.209424, 0.120419, 0.670157, 0.363636, 0.136364, 0.500000, 176.887884, 173.344625, 3.000000, 0.000000, 1, 0
Ferrer, Alund, 4.000000, 101.000000, Outdoor, Grass, 1st Round, Grand Slam, 7.000000, 29.000000, 0.409692, 0.039648, 0.550661, 1.000000, 0.000000, 0.000000, 167.031687, 171.297297, 3.000000, 1.000000, 1, 0
Berdych, Klizan, 6.000000, 36.000000, Outdoor, Grass, 1st Round, Grand Slam, 11.000000, 6.000000, 0.210300, 0.120172, 0.669528, 0.518072, 0.036145, 0.445783, 178.187284, 163.760967, 3.000000, 0.000000, 1, 0
Brands, Gimeno-Traver, 57.000000, 56.000000, Outdoor, Grass, 1st Round, Grand Slam, 6.000000, 8.000000, 0.333333, 0.066667, 0.600000, 0.826087, 0.000000, 0.173913, 187.051919, 166.837587, 3.000000, 2.000000, 1, 0
Mathieu, Berankis, 82.000000, 69.000000, Outdoor, Grass, 1st Round, Grand Slam, 8.000000, 7.000000, 0.488372, 0.093023, 0.418605, 0.135135, 0.027027, 0.837838, 168.317343, 170.996255, 3.000000, 1.000000, 1, 0
Reynolds, Johnson, 156.000000, 98.000000, Outdoor, Grass, 1st Round, Grand Slam, 107.000000, 29.000000, 0.000000, 0.500000, 0.500000, 0.142857, 0.205357, 0.651786, 175.456432, 174.626770, 3.000000, 2.000000, 1, 0
Lopez, Simon, 32.000000, 17.000000, Outdoor, Grass, 1st Round, Grand Slam, 3.000000, 3.000000, 0.263158, 0.230263, 0.506579, 0.260274, 0.123288, 0.616438, 163.491159, 156.881607, 3.000000, 0.000000, 1, 0
Zemlja, Russell, 55.000000, 95.000000, Outdoor, Grass, 1st Round, Grand Slam, 8.000000, 15.000000, 0.428571, 0.285714, 0.285714, 0.076923, 0.230769, 0.692308, 170.316916, 162.737108, 3.000000, 1.000000, 1, 0
Kubot, Darcis, 130.000000, 135.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.187500, 0.375000, 0.437500, 0.200000, 0.120000, 0.680000, 181.313886, 161.468997, nan, nan, 1, 0
Brown, Hewitt, 189.000000, 70.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.340426, 0.276596, 0.382979, 0.022222, 0.355556, 0.622222, 176.681588, 155.904337, 3.000000, 1.000000, 1, 0
Mannarino, Isner, 111.000000, 21.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.137255, 0.294118, 0.568627, 0.203390, 0.118644, 0.677966, 159.608594, 193.113282, 0.000000, 0.000000, 1, 0
Troicki, Kuznetsov, 44.000000, 78.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 1.000000, 0.280374, 0.130841, 0.588785, 0.385714, 0.100000, 0.514286, 173.013009, 164.852023, 3.000000, 0.000000, 1, 0
Janowicz, Stepanek, 22.000000, 45.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.185714, 0.200000, 0.614286, 0.300000, 0.200000, 0.500000, 183.323472, 172.962494, 1.000000, 0.000000, 1, 0
Almagro, Rufin, 16.000000, 85.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.698113, 0.028302, 0.273585, 0.375000, 0.125000, 0.500000, 175.619251, 176.074627, 3.000000, 1.000000, 1, 0
Youzhny, Pospisil, 26.000000, 103.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.285714, 0.164835, 0.549451, 0.051948, 0.181818, 0.766234, 166.501235, 181.889033, 3.000000, 2.000000, 1, 0
Verdasco, Benneteau, 54.000000, 33.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.453125, 0.117188, 0.429688, 0.060606, 0.136364, 0.803030, 172.895652, 168.370729, 3.000000, 0.000000, 1, 0
Paire, Robert, 27.000000, 165.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.394737, 0.096491, 0.508772, 0.347826, 0.086957, 0.565217, 165.389553, 160.678481, 3.000000, 0.000000, 1, 0
Gulbis, Tsonga, 39.000000, 7.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.375000, 0.072917, 0.552083, 0.248447, 0.105590, 0.645963, 188.738025, 173.887833, 2.000000, 1.000000, 1, 0
Melzer, Reister, 37.000000, 121.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.437500, 0.125000, 0.437500, 0.600000, 0.400000, 0.000000, 167.892294, 169.780488, 3.000000, 1.000000, 1, 0
Robredo, Mahut, 29.000000, 124.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.509091, 0.054545, 0.436364, 0.094595, 0.432432, 0.472973, 166.396535, 172.332695, 3.000000, 0.000000, 1, 0
Murray, Lu, 2.000000, 75.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.057971, 0.130435, 0.811594, 167.091792, 174.936803, 3.000000, 0.000000, 1, 0
Monaco, Ram, 20.000000, 86.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.703704, 0.049383, 0.246914, 0.178571, 0.321429, 0.500000, 163.588329, 174.970405, 3.000000, 1.000000, 1, 0
Stakhovsky, Federer, 116.000000, 3.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.181818, 0.254545, 0.563636, 0.151515, 0.207792, 0.640693, 172.523134, 175.109088, 3.000000, 1.000000, 1, 0
De, Cilic, 80.000000, 12.000000, Outdoor, Grass, 2nd Round, Grand Slam, 1.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Seppi, Llodra, 28.000000, 53.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.227273, 0.218182, 0.554545, 0.125000, 0.187500, 0.687500, 164.955514, 173.976109, 1.000000, 0.000000, 1, 0
Anderson, Przysiezny, 23.000000, 127.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.222222, 0.123457, 0.654321, 0.071429, 0.214286, 0.714286, 187.132917, 177.769939, 3.000000, 0.000000, 1, 0
Tomic, Blake, 59.000000, 87.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.151786, 0.205357, 0.642857, 0.000000, 0.111111, 0.888889, 169.200256, 167.638182, 3.000000, 0.000000, 1, 0
Berdych, Brands, 6.000000, 57.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.210300, 0.120172, 0.669528, 0.333333, 0.066667, 0.600000, 178.187284, 187.051919, 3.000000, 0.000000, 1, 0
Del, Levine, 8.000000, 112.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Nishikori, Mayer, 11.000000, 84.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.260274, 0.082192, 0.657534, 0.503704, 0.170370, 0.325926, 162.266621, 164.620329, 3.000000, 0.000000, 1, 0
Gasquet, Soeda, 9.000000, 129.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.184971, 0.132948, 0.682081, 0.076923, 0.076923, 0.846154, 166.746555, 162.244787, 3.000000, 1.000000, 1, 0
Sijsling, Raonic, 64.000000, 15.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.294118, 0.205882, 0.500000, 0.215000, 0.120000, 0.665000, 173.108197, 189.920348, 3.000000, 0.000000, 1, 0
Dodig, Kudla, 49.000000, 105.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.276923, 0.123077, 0.600000, 0.080000, 0.440000, 0.480000, 172.222533, 166.232168, 3.000000, 0.000000, 1, 0
Lopez, Mathieu, 32.000000, 82.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.263158, 0.230263, 0.506579, 0.488372, 0.093023, 0.418605, 163.491159, 168.317343, 1.000000, 0.000000, 1, 0
Djokovic, Reynolds, 1.000000, 156.000000, Outdoor, Grass, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.229773, 0.097087, 0.673139, 0.000000, 0.500000, 0.500000, 173.956002, 175.456432, 3.000000, 0.000000, 1, 0
Zemlja, Dimitrov, 55.000000, 31.000000, Outdoor, Grass, 2nd Round, Grand Slam, 3.000000, 3.000000, 0.428571, 0.285714, 0.285714, 0.209424, 0.120419, 0.670157, 170.316916, 176.887884, 3.000000, 2.000000, 1, 0
Chardy, Struff, 25.000000, 115.000000, Outdoor, Grass, 2nd Round, Grand Slam, 3.000000, 3.000000, 0.318584, 0.106195, 0.575221, 0.377358, 0.075472, 0.547170, 182.488035, 185.668817, 3.000000, 1.000000, 1, 0
Ferrer, Bautista, 4.000000, 60.000000, Outdoor, Grass, 2nd Round, Grand Slam, 3.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dolgopolov, Giraldo, 24.000000, 91.000000, Outdoor, Grass, 2nd Round, Grand Slam, 3.000000, 3.000000, 0.320755, 0.160377, 0.518868, 0.616438, 0.095890, 0.287671, 167.790857, 162.446695, 3.000000, 0.000000, 1, 0
Haas, Wang, 13.000000, 151.000000, Outdoor, Grass, 2nd Round, Grand Slam, 3.000000, 3.000000, 0.362319, 0.130435, 0.507246, 0.333333, 0.500000, 0.166667, 173.148588, 148.766537, 3.000000, 0.000000, 1, 0
Melzer, Stakhovsky, 37.000000, 116.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.437500, 0.125000, 0.437500, 0.181818, 0.254545, 0.563636, 167.892294, 172.523134, 3.000000, 1.000000, 1, 0
Janowicz, Almagro, 22.000000, 16.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.185714, 0.200000, 0.614286, 0.698113, 0.028302, 0.273585, 183.323472, 175.619251, 3.000000, 0.000000, 1, 0
Mannarino, Brown, 111.000000, 189.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.137255, 0.294118, 0.568627, 0.340426, 0.276596, 0.382979, 159.608594, 176.681588, 3.000000, 0.000000, 1, 0
Murray, Robredo, 2.000000, 29.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.509091, 0.054545, 0.436364, 167.091792, 166.396535, 3.000000, 0.000000, 1, 0
Kubot, Paire, 130.000000, 27.000000, Outdoor, Grass, 3rd Round, Grand Slam, 3.000000, 3.000000, 0.187500, 0.375000, 0.437500, 0.394737, 0.096491, 0.508772, 181.313886, 165.389553, 3.000000, 0.000000, 1, 0
De, Monaco, 80.000000, 20.000000, Outdoor, Grass, 3rd Round, Grand Slam, 3.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Seppi, Nishikori, 28.000000, 11.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.227273, 0.218182, 0.554545, 0.260274, 0.082192, 0.657534, 164.955514, 162.266621, 3.000000, 2.000000, 1, 0
Youzhny, Troicki, 26.000000, 44.000000, Outdoor, Grass, 3rd Round, Grand Slam, 3.000000, 3.000000, 0.285714, 0.164835, 0.549451, 0.280374, 0.130841, 0.588785, 166.501235, 173.013009, 3.000000, 0.000000, 1, 0
Verdasco, Gulbis, 54.000000, 39.000000, Outdoor, Grass, 3rd Round, Grand Slam, 3.000000, 3.000000, 0.453125, 0.117188, 0.429688, 0.375000, 0.072917, 0.552083, 172.895652, 188.738025, 3.000000, 0.000000, 1, 0
Tomic, Gasquet, 59.000000, 9.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.151786, 0.205357, 0.642857, 0.184971, 0.132948, 0.682081, 169.200256, 166.746555, 3.000000, 1.000000, 1, 0
Berdych, Anderson, 6.000000, 23.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.210300, 0.120172, 0.669528, 0.222222, 0.123457, 0.654321, 178.187284, 187.132917, 3.000000, 1.000000, 1, 0
Dodig, Sijsling, 49.000000, 64.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 2.000000, 0.276923, 0.123077, 0.600000, 0.294118, 0.205882, 0.500000, 172.222533, 173.108197, 2.000000, 0.000000, 1, 0
Del, Zemlja, 8.000000, 55.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Haas, Lopez, 13.000000, 32.000000, Outdoor, Grass, 3rd Round, Grand Slam, 1.000000, 2.000000, 0.362319, 0.130435, 0.507246, 0.263158, 0.230263, 0.506579, 173.148588, 163.491159, 3.000000, 1.000000, 1, 0
Ferrer, Dolgopolov, 4.000000, 24.000000, Outdoor, Grass, 3rd Round, Grand Slam, 1.000000, 1.000000, 0.409692, 0.039648, 0.550661, 0.320755, 0.160377, 0.518868, 167.031687, 167.790857, 3.000000, 2.000000, 1, 0
Djokovic, Chardy, 1.000000, 25.000000, Outdoor, Grass, 3rd Round, Grand Slam, 2.000000, 1.000000, 0.229773, 0.097087, 0.673139, 0.318584, 0.106195, 0.575221, 173.956002, 182.488035, 3.000000, 0.000000, 1, 0
Janowicz, Melzer, 22.000000, 37.000000, Outdoor, Grass, 4th Round, Grand Slam, 3.000000, 3.000000, 0.185714, 0.200000, 0.614286, 0.437500, 0.125000, 0.437500, 183.323472, 167.892294, 3.000000, 2.000000, 1, 0
Kubot, Mannarino, 130.000000, 111.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 3.000000, 0.187500, 0.375000, 0.437500, 0.137255, 0.294118, 0.568627, 181.313886, 159.608594, 3.000000, 2.000000, 1, 0
Ferrer, Dodig, 4.000000, 49.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 2.000000, 0.409692, 0.039648, 0.550661, 0.276923, 0.123077, 0.600000, 167.031687, 172.222533, 3.000000, 1.000000, 1, 0
Verdasco, De, 54.000000, 80.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Del, Seppi, 8.000000, 28.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Murray, Youzhny, 2.000000, 26.000000, Outdoor, Grass, 4th Round, Grand Slam, 3.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.285714, 0.164835, 0.549451, 167.091792, 166.501235, 3.000000, 0.000000, 1, 0
Berdych, Tomic, 6.000000, 59.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 2.000000, 0.210300, 0.120172, 0.669528, 0.151786, 0.205357, 0.642857, 178.187284, 169.200256, 3.000000, 1.000000, 1, 0
Djokovic, Haas, 1.000000, 13.000000, Outdoor, Grass, 4th Round, Grand Slam, 2.000000, 2.000000, 0.229773, 0.097087, 0.673139, 0.362319, 0.130435, 0.507246, 173.956002, 173.148588, 3.000000, 0.000000, 1, 0
Djokovic, Berdych, 1.000000, 6.000000, Outdoor, Grass, Quarterfinals, Grand Slam, 2.000000, 2.000000, 0.229773, 0.097087, 0.673139, 0.210300, 0.120172, 0.669528, 173.956002, 178.187284, 3.000000, 0.000000, 1, 0
Del, Ferrer, 8.000000, 4.000000, Outdoor, Grass, Quarterfinals, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Murray, Verdasco, 2.000000, 54.000000, Outdoor, Grass, Quarterfinals, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.453125, 0.117188, 0.429688, 167.091792, 172.895652, 3.000000, 2.000000, 1, 0
Janowicz, Kubot, 22.000000, 130.000000, Outdoor, Grass, Quarterfinals, Grand Slam, 2.000000, 2.000000, 0.185714, 0.200000, 0.614286, 0.187500, 0.375000, 0.437500, 183.323472, 181.313886, 3.000000, 0.000000, 1, 0
Djokovic, Del, 1.000000, 8.000000, Outdoor, Grass, Semifinals, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Murray, Janowicz, 2.000000, 22.000000, Outdoor, Grass, Semifinals, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.185714, 0.200000, 0.614286, 167.091792, 183.323472, 3.000000, 1.000000, 1, 0
Murray, Djokovic, 2.000000, 1.000000, Outdoor, Grass, The Final, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.229773, 0.097087, 0.673139, 167.091792, 173.956002, 3.000000, 0.000000, 1, 0
Dimitrov, Ymer, 29.000000, 1032.000000, Outdoor, Clay, 1st Round, ATP250, 10.000000, nan, 0.209424, 0.120419, 0.670157, 0.714286, 0.000000, 0.285714, 176.887884, 169.514905, 2.000000, 1.000000, 1, 0
Alund, Eriksson, 112.000000, 510.000000, Outdoor, Clay, 1st Round, ATP250, 13.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Berlocq, Zeballos, 74.000000, 54.000000, Outdoor, Clay, 1st Round, ATP250, 13.000000, 13.000000, 0.727273, 0.045455, 0.227273, 0.660000, 0.000000, 0.340000, 163.661950, 168.308901, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Hajek, 73.000000, 122.000000, Outdoor, Clay, 1st Round, ATP250, 15.000000, 15.000000, 0.495146, 0.058252, 0.446602, 0.750000, 0.000000, 0.250000, 165.312162, 161.251208, 2.000000, 0.000000, 1, 0
Struff, Stakhovsky, 109.000000, 96.000000, Outdoor, Clay, 1st Round, ATP250, 11.000000, 11.000000, 0.377358, 0.075472, 0.547170, 0.181818, 0.254545, 0.563636, 185.668817, 172.523134, 2.000000, 0.000000, 1, 0
Volandri, Zopp, 101.000000, 202.000000, Outdoor, Clay, 1st Round, ATP250, 56.000000, 15.000000, 1.000000, 0.000000, 0.000000, 0.333333, 0.000000, 0.666667, 151.881868, 172.712707, 2.000000, 0.000000, 1, 0
Kavcic, Copil, 133.000000, 132.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 20.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ramos, Reister, 63.000000, 106.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 13.000000, 0.812500, 0.031250, 0.156250, 0.600000, 0.400000, 0.000000, 157.491228, 169.780488, 2.000000, 0.000000, 1, 0
Troicki, Souza, 52.000000, 119.000000, Outdoor, Clay, 1st Round, ATP250, 10.000000, 63.000000, 0.280374, 0.130841, 0.588785, 0.900000, 0.000000, 0.100000, 173.013009, 175.600000, 2.000000, 0.000000, 1, 0
Laaksonen, Veic, 216.000000, 181.000000, Outdoor, Clay, 1st Round, ATP250, 89.000000, 132.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
De, Schwartzman, 104.000000, 135.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 132.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Verdasco, Vinciguerra, 35.000000, 572.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Berlocq, Kavcic, 74.000000, 133.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, 0.727273, 0.045455, 0.227273, 0.388889, 0.055556, 0.555556, 163.661950, 166.882432, 2.000000, 0.000000, 1, 0
Dimitrov, Volandri, 29.000000, 101.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, 0.209424, 0.120419, 0.670157, 1.000000, 0.000000, 0.000000, 176.887884, 151.881868, 2.000000, 1.000000, 1, 0
Ramos, Robredo, 63.000000, 28.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 12.000000, 0.812500, 0.031250, 0.156250, 0.509091, 0.054545, 0.436364, 157.491228, 166.396535, 2.000000, 0.000000, 1, 0
Monaco, Laaksonen, 20.000000, 216.000000, Outdoor, Clay, 2nd Round, ATP250, 11.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Verdasco, Struff, 35.000000, 109.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.453125, 0.117188, 0.429688, 0.377358, 0.075472, 0.547170, 172.895652, 185.668817, 2.000000, 0.000000, 1, 0
Berdych, Alund, 6.000000, 112.000000, Outdoor, Clay, 2nd Round, ATP250, 8.000000, 3.000000, 0.210300, 0.120172, 0.669528, 1.000000, 0.000000, 0.000000, 178.187284, 171.297297, 2.000000, 0.000000, 1, 0
Almagro, Garcia-Lopez, 16.000000, 73.000000, Outdoor, Clay, 2nd Round, ATP250, 13.000000, 2.000000, 0.698113, 0.028302, 0.273585, 0.495146, 0.058252, 0.446602, 175.619251, 165.312162, 2.000000, 1.000000, 1, 0
De, Troicki, 104.000000, 52.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dimitrov, Monaco, 29.000000, 20.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.209424, 0.120419, 0.670157, 0.703704, 0.049383, 0.246914, 176.887884, 163.588329, 2.000000, 0.000000, 1, 0
Verdasco, Almagro, 35.000000, 16.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.453125, 0.117188, 0.429688, 0.698113, 0.028302, 0.273585, 172.895652, 175.619251, 2.000000, 1.000000, 1, 0
Berlocq, Ramos, 74.000000, 63.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.727273, 0.045455, 0.227273, 0.812500, 0.031250, 0.156250, 163.661950, 157.491228, 2.000000, 1.000000, 1, 0
De, Berdych, 104.000000, 6.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Verdasco, Dimitrov, 35.000000, 29.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.453125, 0.117188, 0.429688, 0.209424, 0.120419, 0.670157, 172.895652, 176.887884, 2.000000, 1.000000, 1, 0
Berlocq, De, 74.000000, 104.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Berlocq, Verdasco, 74.000000, 35.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.727273, 0.045455, 0.227273, 0.453125, 0.117188, 0.429688, 163.661950, 172.895652, 2.000000, 0.000000, 1, 0
Przysiezny, Kozlov, 113.000000, 1472.000000, Outdoor, Grass, 1st Round, ATP250, 11.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Isner, Harrison, 19.000000, 110.000000, Outdoor, Grass, 1st Round, ATP250, 12.000000, 13.000000, 0.203390, 0.118644, 0.677966, 0.102041, 0.040816, 0.857143, 193.113282, 178.005051, 2.000000, 0.000000, 1, 0
Mannarino, Blake, 75.000000, 85.000000, Outdoor, Grass, 1st Round, ATP250, 7.000000, 11.000000, 0.137255, 0.294118, 0.568627, 0.000000, 0.111111, 0.888889, 159.608594, 167.638182, 2.000000, 1.000000, 1, 0
Sugita, Levine, 148.000000, 123.000000, Outdoor, Grass, 1st Round, ATP250, 279.000000, 11.000000, 0.200000, 0.500000, 0.300000, 0.000000, 0.166667, 0.833333, 161.279279, 167.372917, 2.000000, 0.000000, 1, 0
Pospisil, Kudla, 93.000000, 90.000000, Outdoor, Grass, 1st Round, ATP250, 13.000000, 12.000000, 0.051948, 0.181818, 0.766234, 0.080000, 0.440000, 0.480000, 181.889033, 166.232168, 2.000000, 1.000000, 1, 0
Sock, Matosevic, 84.000000, 72.000000, Outdoor, Grass, 1st Round, ATP250, 39.000000, 15.000000, 0.208955, 0.082090, 0.708955, 0.139535, 0.139535, 0.720930, 176.638039, 167.647848, 1.000000, 0.000000, 1, 0
Sijsling, Viola, 55.000000, 144.000000, Outdoor, Grass, 1st Round, ATP250, 10.000000, 58.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Amritraj, Cipolla, 308.000000, 147.000000, Outdoor, Grass, 1st Round, ATP250, 188.000000, 77.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Smyczek, Querrey, 120.000000, 21.000000, Outdoor, Grass, 1st Round, ATP250, 88.000000, 14.000000, 0.103448, 0.068966, 0.827586, 0.171875, 0.218750, 0.609375, 164.427642, 178.101228, 2.000000, 0.000000, 1, 0
Karlovic, Roger-Vasselin, 167.000000, 71.000000, Outdoor, Grass, 1st Round, ATP250, 89.000000, 15.000000, 0.185185, 0.222222, 0.592593, 0.192308, 0.153846, 0.653846, 195.388708, 169.606282, 2.000000, 0.000000, 1, 0
Hernych, Pavic, 184.000000, 519.000000, Outdoor, Grass, 1st Round, ATP250, 19.000000, 154.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.750000, 0.250000, 170.556122, 180.237805, 2.000000, 0.000000, 1, 0
Hewitt, Ebden, 64.000000, 114.000000, Outdoor, Grass, 1st Round, ATP250, 13.000000, 14.000000, 0.022222, 0.355556, 0.622222, 0.111111, 0.333333, 0.555556, 155.904337, 166.299230, 2.000000, 0.000000, 1, 0
Ram, Bossel, 86.000000, 402.000000, Outdoor, Grass, 1st Round, ATP250, 13.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Russell, Marchenko, 95.000000, 118.000000, Outdoor, Grass, 1st Round, ATP250, 14.000000, 44.000000, 0.076923, 0.230769, 0.692308, 0.095238, 0.095238, 0.809524, 162.737108, 172.514803, 2.000000, 1.000000, 1, 0
