Winner, Loser, WRank, LRank, Court, Surface, Round, Series, WElapsed, LElapsed, WRClay, WRGrass, WRHard, LRClay, LRGrass, LRHard, WAvgSpeed, LAvgSpeed, Wsets, Lsets, WDigit, LDigit
Nishikori, De, 6.000000, 102.000000, Outdoor, Clay, 2nd Round, ATP500, 17.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Montanes, Sousa, 104.000000, 34.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 7.000000, 0.978261, 0.000000, 0.021739, 0.412281, 0.070175, 0.517544, 164.188800, 164.660227, 2.000000, 0.000000, 1, 0
Nadal, Granollers, 5.000000, 50.000000, Outdoor, Clay, 2nd Round, ATP500, 3.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.482353, 0.047059, 0.470588, 168.193934, 169.049497, 2.000000, 0.000000, 1, 0
Kuznetsov, Cervantes, 47.000000, 57.000000, Outdoor, Clay, 2nd Round, ATP500, 10.000000, 2.000000, 0.385714, 0.100000, 0.514286, 0.733333, 0.000000, 0.266667, 164.852023, 161.954023, 2.000000, 0.000000, 1, 0
Stepanek, Roger-Vasselin, 159.000000, 191.000000, Outdoor, Clay, 2nd Round, ATP500, 2.000000, 76.000000, 0.300000, 0.200000, 0.500000, 0.192308, 0.153846, 0.653846, 172.962494, 169.606282, 2.000000, 1.000000, 1, 0
Lopez, Dodig, 23.000000, 79.000000, Outdoor, Clay, 2nd Round, ATP500, 8.000000, 1.000000, 0.263158, 0.230263, 0.506579, 0.276923, 0.123077, 0.600000, 163.491159, 172.222533, 2.000000, 0.000000, 1, 0
Cuevas, Ramos-Vinolas, 25.000000, 55.000000, Outdoor, Clay, 2nd Round, ATP500, 7.000000, 1.000000, 0.693878, 0.051020, 0.255102, 0.628205, 0.064103, 0.307692, 168.311098, 161.105263, 2.000000, 0.000000, 1, 0
Nadal, Montanes, 5.000000, 104.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.978261, 0.000000, 0.021739, 168.193934, 164.188800, 2.000000, 0.000000, 1, 0
Fognini, Troicki, 31.000000, 24.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.602564, 0.051282, 0.346154, 0.280374, 0.130841, 0.588785, 161.296142, 173.013009, 2.000000, 0.000000, 1, 0
Jaziri, Zverev, 76.000000, 51.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.148936, 0.106383, 0.744681, 0.291391, 0.205298, 0.503311, 159.836364, 188.070340, 2.000000, 0.000000, 1, 0
Nishikori, Chardy, 6.000000, 33.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 2.000000, 0.260274, 0.082192, 0.657534, 0.318584, 0.106195, 0.575221, 162.266621, 182.488035, 2.000000, 0.000000, 1, 0
Paire, Cuevas, 22.000000, 25.000000, Outdoor, Clay, 3rd Round, ATP500, 2.000000, 1.000000, 0.394737, 0.096491, 0.508772, 0.693878, 0.051020, 0.255102, 165.389553, 168.311098, 2.000000, 0.000000, 1, 0
Dolgopolov, Khachanov, 30.000000, 138.000000, Outdoor, Clay, 3rd Round, ATP500, 2.000000, 2.000000, 0.320755, 0.160377, 0.518868, 0.461538, 0.128205, 0.410256, 167.790857, 176.693780, 2.000000, 0.000000, 1, 0
Kuznetsov, Stepanek, 47.000000, 159.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.385714, 0.100000, 0.514286, 0.300000, 0.200000, 0.500000, 164.852023, 172.962494, 2.000000, 0.000000, 1, 0
Kohlschreiber, Lopez, 27.000000, 23.000000, Outdoor, Clay, 3rd Round, ATP500, 1.000000, 1.000000, 0.464052, 0.111111, 0.424837, 0.263158, 0.230263, 0.506579, 169.174588, 163.491159, 2.000000, 1.000000, 1, 0
Paire, Jaziri, 22.000000, 76.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.394737, 0.096491, 0.508772, 0.148936, 0.106383, 0.744681, 165.389553, 159.836364, 2.000000, 1.000000, 1, 0
Nishikori, Dolgopolov, 6.000000, 30.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.320755, 0.160377, 0.518868, 162.266621, 167.790857, 2.000000, 0.000000, 1, 0
Nadal, Fognini, 5.000000, 31.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.602564, 0.051282, 0.346154, 168.193934, 161.296142, 2.000000, 0.000000, 1, 0
Kohlschreiber, Kuznetsov, 27.000000, 47.000000, Outdoor, Clay, Quarterfinals, ATP500, 1.000000, 1.000000, 0.464052, 0.111111, 0.424837, 0.385714, 0.100000, 0.514286, 169.174588, 164.852023, 2.000000, 0.000000, 1, 0
Nishikori, Paire, 6.000000, 22.000000, Outdoor, Clay, Semifinals, ATP500, 1.000000, 1.000000, 0.260274, 0.082192, 0.657534, 0.394737, 0.096491, 0.508772, 162.266621, 165.389553, 2.000000, 0.000000, 1, 0
Nadal, Kohlschreiber, 5.000000, 27.000000, Outdoor, Clay, Semifinals, ATP500, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.464052, 0.111111, 0.424837, 168.193934, 169.174588, 2.000000, 0.000000, 1, 0
Nadal, Nishikori, 5.000000, 6.000000, Outdoor, Clay, The Final, ATP500, 1.000000, 1.000000, 0.501859, 0.040892, 0.457249, 0.260274, 0.082192, 0.657534, 168.193934, 162.266621, 2.000000, 0.000000, 1, 0
Edmund, Rosol, 92.000000, 61.000000, Outdoor, Clay, 1st Round, ATP250, 23.000000, 7.000000, 0.238095, 0.119048, 0.642857, 0.397590, 0.048193, 0.554217, 165.707608, 179.291215, 2.000000, 0.000000, 1, 0
Pella, Ungur, 46.000000, 193.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 725.000000, 0.638889, 0.000000, 0.361111, 1.000000, 0.000000, 0.000000, 170.381885, 162.964286, 2.000000, 0.000000, 1, 0
Daniel, Linzer, 85.000000, 266.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dzumhur, Copil, 82.000000, 186.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 74.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Pouille, Lajovic, 72.000000, 67.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 25.000000, 0.375000, 0.138889, 0.486111, 0.616667, 0.050000, 0.333333, 172.032044, 160.488417, 2.000000, 0.000000, 1, 0
Lorenzi, Schwartzman, 52.000000, 90.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 14.000000, 0.640000, 0.026667, 0.333333, 0.636364, 0.000000, 0.363636, 166.731951, 153.274834, 2.000000, 0.000000, 1, 0
Gimeno-Traver, Mannarino, 125.000000, 75.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 7.000000, 0.826087, 0.000000, 0.173913, 0.137255, 0.294118, 0.568627, 166.837587, 159.608594, 2.000000, 1.000000, 1, 0
Cecchinato, Baghdatis, 99.000000, 39.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 10.000000, 1.000000, 0.000000, 0.000000, 0.058824, 0.223529, 0.717647, 169.072398, 168.784262, 2.000000, 0.000000, 1, 0
Haase, Arnaboldi, 64.000000, 170.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 273.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Marchenko, Sela, 70.000000, 77.000000, Outdoor, Clay, 1st Round, ATP250, 26.000000, 55.000000, 0.095238, 0.095238, 0.809524, 0.068182, 0.272727, 0.659091, 172.514803, 153.654936, 2.000000, 1.000000, 1, 0
Verdasco, Setkic, 86.000000, 208.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 994.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Albot, Mathieu, 156.000000, 60.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 11.000000, 0.416667, 0.333333, 0.250000, 0.488372, 0.093023, 0.418605, 158.260579, 168.317343, 2.000000, 1.000000, 1, 0
Cecchinato, Dzumhur, 99.000000, 82.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 3.000000, 1.000000, 0.000000, 0.000000, 0.319149, 0.063830, 0.617021, 169.072398, 149.777778, 2.000000, 0.000000, 1, 0
Pella, Gimeno-Traver, 46.000000, 125.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 2.000000, 0.638889, 0.000000, 0.361111, 0.826087, 0.000000, 0.173913, 170.381885, 166.837587, 2.000000, 1.000000, 1, 0
Pouille, Karlovic, 72.000000, 29.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 9.000000, 0.375000, 0.138889, 0.486111, 0.185185, 0.222222, 0.592593, 172.032044, 195.388708, 2.000000, 0.000000, 1, 0
Garcia-Lopez, Edmund, 37.000000, 92.000000, Outdoor, Clay, 2nd Round, ATP250, 9.000000, 3.000000, 0.495146, 0.058252, 0.446602, 0.238095, 0.119048, 0.642857, 165.312162, 165.707608, 2.000000, 0.000000, 1, 0
Delbonis, Marchenko, 40.000000, 70.000000, Outdoor, Clay, 2nd Round, ATP250, 9.000000, 2.000000, 0.743902, 0.000000, 0.256098, 0.095238, 0.095238, 0.809524, 172.255814, 172.514803, 2.000000, 0.000000, 1, 0
Lorenzi, Daniel, 52.000000, 85.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 3.000000, 0.640000, 0.026667, 0.333333, 0.833333, 0.000000, 0.166667, 166.731951, 163.533512, 2.000000, 0.000000, 1, 0
Haase, Tomic, 64.000000, 21.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 38.000000, 0.451613, 0.118280, 0.430108, 0.151786, 0.205357, 0.642857, 172.912826, 169.200256, 2.000000, 1.000000, 1, 0
Verdasco, Albot, 86.000000, 156.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.453125, 0.117188, 0.429688, 0.416667, 0.333333, 0.250000, 172.895652, 158.260579, 2.000000, 0.000000, 1, 0
Delbonis, Cecchinato, 40.000000, 99.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.743902, 0.000000, 0.256098, 1.000000, 0.000000, 0.000000, 172.255814, 169.072398, 2.000000, 0.000000, 1, 0
Pouille, Lorenzi, 72.000000, 52.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.375000, 0.138889, 0.486111, 0.640000, 0.026667, 0.333333, 172.032044, 166.731951, 2.000000, 1.000000, 1, 0
Garcia-Lopez, Pella, 37.000000, 46.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.495146, 0.058252, 0.446602, 0.638889, 0.000000, 0.361111, 165.312162, 170.381885, 2.000000, 1.000000, 1, 0
Verdasco, Haase, 86.000000, 64.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.453125, 0.117188, 0.429688, 0.451613, 0.118280, 0.430108, 172.895652, 172.912826, 2.000000, 0.000000, 1, 0
Pouille, Delbonis, 72.000000, 40.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.375000, 0.138889, 0.486111, 0.743902, 0.000000, 0.256098, 172.032044, 172.255814, 2.000000, 0.000000, 1, 0
Verdasco, Garcia-Lopez, 86.000000, 37.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.453125, 0.117188, 0.429688, 0.495146, 0.058252, 0.446602, 172.895652, 165.312162, 2.000000, 1.000000, 1, 0
Verdasco, Pouille, 86.000000, 72.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.453125, 0.117188, 0.429688, 0.375000, 0.138889, 0.486111, 172.895652, 172.032044, 2.000000, 0.000000, 1, 0
Mayer, Sousa, 46.000000, 368.000000, Outdoor, Clay, 1st Round, ATP250, 32.000000, 5.000000, 0.503704, 0.170370, 0.325926, 0.412281, 0.070175, 0.517544, 164.620329, 164.660227, 2.000000, 0.000000, 1, 0
Robert, Fabbiano, 116.000000, 108.000000, Outdoor, Clay, 1st Round, ATP250, 14.000000, 61.000000, 0.347826, 0.086957, 0.565217, 0.166667, 0.166667, 0.666667, 160.678481, 154.290000, 2.000000, 0.000000, 1, 0
Almagro, Silva, 71.000000, 249.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 364.000000, 0.698113, 0.028302, 0.273585, 1.000000, 0.000000, 0.000000, 175.619251, 167.764957, 2.000000, 0.000000, 1, 0
Coric, Arnaboldi, 40.000000, 168.000000, Outdoor, Clay, 1st Round, ATP250, 13.000000, 6.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Edmund, Gimeno-Traver, 89.000000, 143.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 5.000000, 0.238095, 0.119048, 0.642857, 0.826087, 0.000000, 0.173913, 165.707608, 166.837587, 2.000000, 0.000000, 1, 0
Dutra, Becker, 491.000000, 92.000000, Outdoor, Clay, 1st Round, ATP250, 33.000000, 20.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Garcia-Lopez, Berrer, 47.000000, 115.000000, Outdoor, Clay, 1st Round, ATP250, 3.000000, 21.000000, 0.495146, 0.058252, 0.446602, 0.333333, 0.066667, 0.600000, 165.312162, 173.016129, 2.000000, 0.000000, 1, 0
Daniel, Diez, 90.000000, 264.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 644.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Cervantes, Munoz, 57.000000, 95.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Mathieu, Elias, 59.000000, 94.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 60.000000, 0.488372, 0.093023, 0.418605, 0.857143, 0.000000, 0.142857, 168.317343, 167.735160, 2.000000, 0.000000, 1, 0
Lorenzi, Ymer, 51.000000, 132.000000, Outdoor, Clay, 1st Round, ATP250, 4.000000, 7.000000, 0.640000, 0.026667, 0.333333, 0.714286, 0.000000, 0.285714, 166.731951, 169.514905, 2.000000, 0.000000, 1, 0
Carreno, Verdasco, 50.000000, 60.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Garcia-Lopez, Robert, 47.000000, 116.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 2.000000, 0.495146, 0.058252, 0.446602, 0.347826, 0.086957, 0.565217, 165.312162, 160.678481, 2.000000, 0.000000, 1, 0
Coric, Dutra, 40.000000, 491.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kyrgios, Cervantes, 20.000000, 57.000000, Outdoor, Clay, 2nd Round, ATP250, 25.000000, 1.000000, 0.229167, 0.104167, 0.666667, 0.733333, 0.000000, 0.266667, 182.492694, 161.954023, 2.000000, 0.000000, 1, 0
Paire, Edmund, 21.000000, 89.000000, Outdoor, Clay, 2nd Round, ATP250, 4.000000, 1.000000, 0.394737, 0.096491, 0.508772, 0.238095, 0.119048, 0.642857, 165.389553, 165.707608, 2.000000, 1.000000, 1, 0
Carreno, Daniel, 50.000000, 90.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Almagro, Sousa, 71.000000, 34.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 3.000000, 0.698113, 0.028302, 0.273585, 0.412281, 0.070175, 0.517544, 175.619251, 164.660227, 2.000000, 1.000000, 1, 0
Simon, Mathieu, 18.000000, 59.000000, Outdoor, Clay, 2nd Round, ATP250, 14.000000, 2.000000, 0.260274, 0.123288, 0.616438, 0.488372, 0.093023, 0.418605, 156.881607, 168.317343, 2.000000, 1.000000, 1, 0
Mayer, Lorenzi, 46.000000, 51.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.503704, 0.170370, 0.325926, 0.640000, 0.026667, 0.333333, 164.620329, 166.731951, 2.000000, 0.000000, 1, 0
Paire, Garcia-Lopez, 21.000000, 47.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.394737, 0.096491, 0.508772, 0.495146, 0.058252, 0.446602, 165.389553, 165.312162, 2.000000, 0.000000, 1, 0
Carreno, Simon, 50.000000, 18.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Almagro, Mayer, 71.000000, 46.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.698113, 0.028302, 0.273585, 0.503704, 0.170370, 0.325926, 175.619251, 164.620329, 2.000000, 0.000000, 1, 0
Kyrgios, Coric, 20.000000, 40.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.229167, 0.104167, 0.666667, 0.426471, 0.029412, 0.544118, 182.492694, 167.566719, 2.000000, 0.000000, 1, 0
Carreno, Paire, 50.000000, 21.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Almagro, Kyrgios, 71.000000, 20.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.698113, 0.028302, 0.273585, 0.229167, 0.104167, 0.666667, 175.619251, 182.492694, 2.000000, 0.000000, 1, 0
Almagro, Carreno, 71.000000, 50.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ungur, Krajinovic, 194.000000, 110.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 14.000000, 1.000000, 0.000000, 0.000000, 0.375000, 0.000000, 0.625000, 162.964286, 168.936170, 2.000000, 0.000000, 1, 0
Schwartzman, Bagnis, 87.000000, 96.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 7.000000, 0.636364, 0.000000, 0.363636, 0.923077, 0.000000, 0.076923, 153.274834, 167.461749, 2.000000, 0.000000, 1, 0
Sela, Rublev, 78.000000, 163.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 14.000000, 0.068182, 0.272727, 0.659091, 0.421053, 0.157895, 0.421053, 153.654936, 173.582090, 2.000000, 0.000000, 1, 0
Carballes, Ilhan, 119.000000, 158.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 62.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Lajovic, Olivo, 69.000000, 162.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 5.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ramos-Vinolas, Mannarino, 56.000000, 77.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 6.000000, 0.628205, 0.064103, 0.307692, 0.137255, 0.294118, 0.568627, 161.105263, 159.608594, 2.000000, 0.000000, 1, 0
Vesely, De, 63.000000, 102.000000, Outdoor, Clay, 1st Round, ATP250, 12.000000, 6.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Chung, Berlocq, 84.000000, 154.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 20.000000, 0.451613, 0.032258, 0.516129, 0.727273, 0.045455, 0.227273, 168.954660, 163.661950, 2.000000, 0.000000, 1, 0
Khachanov, Bedene, 128.000000, 58.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 8.000000, 0.461538, 0.128205, 0.410256, 0.403226, 0.145161, 0.451613, 176.693780, 168.649522, 2.000000, 1.000000, 1, 0
Granollers, Ilkel, 53.000000, 413.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 190.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dzumhur, Gabashvili, 79.000000, 52.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 7.000000, 0.319149, 0.063830, 0.617021, 0.413043, 0.043478, 0.543478, 149.777778, 165.434817, 2.000000, 0.000000, 1, 0
Marchenko, Gonzalez, 68.000000, 136.000000, Outdoor, Clay, 1st Round, ATP250, 6.000000, 21.000000, 0.095238, 0.095238, 0.809524, 0.631579, 0.000000, 0.368421, 172.514803, 167.106977, 2.000000, 1.000000, 1, 0
Delbonis, Sela, 36.000000, 78.000000, Outdoor, Clay, 2nd Round, ATP250, 4.000000, 2.000000, 0.743902, 0.000000, 0.256098, 0.068182, 0.272727, 0.659091, 172.255814, 153.654936, 2.000000, 1.000000, 1, 0
Ramos-Vinolas, Khachanov, 56.000000, 128.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, 0.628205, 0.064103, 0.307692, 0.461538, 0.128205, 0.410256, 161.105263, 176.693780, 2.000000, 1.000000, 1, 0
Dimitrov, Ungur, 29.000000, 194.000000, Outdoor, Clay, 2nd Round, ATP250, 15.000000, 2.000000, 0.209424, 0.120419, 0.670157, 1.000000, 0.000000, 0.000000, 176.887884, 162.964286, 2.000000, 1.000000, 1, 0
Vesely, Carballes, 63.000000, 119.000000, Outdoor, Clay, 2nd Round, ATP250, 1.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dzumhur, Marchenko, 79.000000, 68.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 1.000000, 0.319149, 0.063830, 0.617021, 0.095238, 0.095238, 0.809524, 149.777778, 172.514803, 2.000000, 1.000000, 1, 0
Schwartzman, Tomic, 87.000000, 22.000000, Outdoor, Clay, 2nd Round, ATP250, 3.000000, 7.000000, 0.636364, 0.000000, 0.363636, 0.151786, 0.205357, 0.642857, 153.274834, 169.200256, 2.000000, 0.000000, 1, 0
Karlovic, Lajovic, 31.000000, 69.000000, Outdoor, Clay, 2nd Round, ATP250, 7.000000, 3.000000, 0.185185, 0.222222, 0.592593, 0.616667, 0.050000, 0.333333, 195.388708, 160.488417, 2.000000, 0.000000, 1, 0
Granollers, Chung, 53.000000, 84.000000, Outdoor, Clay, 2nd Round, ATP250, 2.000000, 2.000000, 0.482353, 0.047059, 0.470588, 0.451613, 0.032258, 0.516129, 169.049497, 168.954660, 2.000000, 0.000000, 1, 0
Schwartzman, Dzumhur, 87.000000, 79.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.636364, 0.000000, 0.363636, 0.319149, 0.063830, 0.617021, 153.274834, 149.777778, 2.000000, 1.000000, 1, 0
Delbonis, Ramos-Vinolas, 36.000000, 56.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.743902, 0.000000, 0.256098, 0.628205, 0.064103, 0.307692, 172.255814, 161.105263, 2.000000, 0.000000, 1, 0
Dimitrov, Vesely, 29.000000, 63.000000, Outdoor, Clay, Quarterfinals, ATP250, 2.000000, 2.000000, 0.209424, 0.120419, 0.670157, 0.481013, 0.126582, 0.392405, 176.887884, 181.729904, 2.000000, 0.000000, 1, 0
Karlovic, Granollers, 31.000000, 53.000000, Outdoor, Clay, Quarterfinals, ATP250, 1.000000, 1.000000, 0.185185, 0.222222, 0.592593, 0.482353, 0.047059, 0.470588, 195.388708, 169.049497, 2.000000, 1.000000, 1, 0
Dimitrov, Karlovic, 29.000000, 31.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.209424, 0.120419, 0.670157, 0.185185, 0.222222, 0.592593, 176.887884, 195.388708, 2.000000, 0.000000, 1, 0
Schwartzman, Delbonis, 87.000000, 36.000000, Outdoor, Clay, Semifinals, ATP250, 1.000000, 1.000000, 0.636364, 0.000000, 0.363636, 0.743902, 0.000000, 0.256098, 153.274834, 172.255814, 2.000000, 1.000000, 1, 0
Schwartzman, Dimitrov, 87.000000, 29.000000, Outdoor, Clay, The Final, ATP250, 1.000000, 1.000000, 0.636364, 0.000000, 0.363636, 0.209424, 0.120419, 0.670157, 153.274834, 176.887884, 2.000000, 1.000000, 1, 0
Giraldo, Zverev, 97.000000, 129.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 4.000000, 0.616438, 0.095890, 0.287671, 0.291391, 0.205298, 0.503311, 162.446695, 188.070340, 2.000000, 0.000000, 1, 0
Rosol, Istomin, 65.000000, 73.000000, Outdoor, Clay, 1st Round, ATP250, 7.000000, 6.000000, 0.397590, 0.048193, 0.554217, 0.263736, 0.164835, 0.571429, 179.291215, 172.014523, 2.000000, 1.000000, 1, 0
Dodig, Gulbis, 75.000000, 83.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 6.000000, 0.276923, 0.123077, 0.600000, 0.375000, 0.072917, 0.552083, 172.222533, 188.738025, 2.000000, 0.000000, 1, 0
Bellucci, Youzhny, 35.000000, 76.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 5.000000, 0.666667, 0.012821, 0.320513, 0.285714, 0.164835, 0.549451, 168.661962, 166.501235, 1.000000, 0.000000, 1, 0
Mayer, Bachinger, 267.000000, 325.000000, Outdoor, Clay, 1st Round, ATP250, 1.000000, 320.000000, 0.503704, 0.170370, 0.325926, 0.000000, 0.125000, 0.875000, 164.620329, 171.772727, 2.000000, 0.000000, 1, 0
Kukushkin, Donskoy, 88.000000, 67.000000, Outdoor, Clay, 1st Round, ATP250, 8.000000, 7.000000, 0.178571, 0.089286, 0.732143, 0.107143, 0.107143, 0.785714, 157.531631, 161.503771, 1.000000, 0.000000, 1, 0
Fognini, Marterer, 30.000000, 285.000000, Outdoor, Clay, 1st Round, ATP250, 5.000000, 107.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Struff, Pospisil, 112.000000, 45.000000, Outdoor, Clay, 1st Round, ATP250, 9.000000, 33.000000, 0.377358, 0.075472, 0.547170, 0.051948, 0.181818, 0.766234, 185.668817, 181.889033, 2.000000, 1.000000, 1, 0
Sijsling, Cecchinato, 131.000000, 93.000000, Outdoor, Clay, 1st Round, ATP250, 302.000000, 5.000000, 0.294118, 0.205882, 0.500000, 1.000000, 0.000000, 0.000000, 173.108197, 169.072398, 2.000000, 0.000000, 1, 0
